path,participant_id,sequence_id,sign
parquets/1045005003.parquet,5,1045005003,Barbecue
parquets/1016007003.parquet,7,1016007003,Learn
parquets/1020002005.parquet,2,1020002005,Sweet milk
parquets/1046005003.parquet,5,1046005003,Candy
parquets/1002003001.parquet,3,1002003001,Red
parquets/1036008003.parquet,8,1036008003,Music
parquets/1011003005.parquet,3,1011003005,Son
parquets/1031009002.parquet,9,1031009002,Breakfast
parquets/1005006002.parquet,6,1005006002,Bright
parquets/1063005002.parquet,5,1063005002,Give
parquets/1044005004.parquet,5,1044005004,Rice
parquets/1046009005.parquet,9,1046009005,Candy
parquets/1004005004.parquet,5,1004005004,Yellow
parquets/1019003005.parquet,3,1019003005,Bitter
parquets/1056010002.parquet,10,1056010002,Help
parquets/1021001003.parquet,1,1021001003,Milk
parquets/1041004005.parquet,4,1041004005,Perfume
parquets/1047001004.parquet,1,1047001004,Chewing-gum
parquets/1035010003.parquet,10,1035010003,Coin
parquets/1001009001.parquet,9,1001009001,Opaque
parquets/1049002005.parquet,2,1049002005,Yogurt
parquets/1049005003.parquet,5,1049005003,Yogurt
parquets/1016010004.parquet,10,1016010004,Learn
parquets/1010003001.parquet,3,1010003001,Enemy
parquets/1040005003.parquet,5,1040005003,Patience
parquets/1030004003.parquet,4,1030004003,Birthday
parquets/1043002001.parquet,2,1043002001,Trap
parquets/1045004004.parquet,4,1045004004,Barbecue
parquets/1016002002.parquet,2,1016002002,Learn
parquets/1011006005.parquet,6,1011006005,Son
parquets/1036010002.parquet,10,1036010002,Music
parquets/1053007003.parquet,7,1053007003,Appear
parquets/1061004003.parquet,4,1061004003,Run
parquets/1054007005.parquet,7,1054007005,To land
parquets/1043007001.parquet,7,1043007001,Trap
parquets/1023003004.parquet,3,1023003004,Food
parquets/1023006004.parquet,6,1023006004,Food
parquets/1054004004.parquet,4,1054004004,To land
parquets/1010001005.parquet,1,1010001005,Enemy
parquets/1048004004.parquet,4,1048004004,Spaghetti
parquets/1028004001.parquet,4,1028004001,Where
parquets/1018001004.parquet,1,1018001004,Skimmer
parquets/1009003005.parquet,3,1009003005,Women
parquets/1001001002.parquet,1,1001001002,Opaque
parquets/1018006003.parquet,6,1018006003,Skimmer
parquets/1018007001.parquet,7,1018007001,Skimmer
parquets/1031003002.parquet,3,1031003002,Breakfast
parquets/1022008003.parquet,8,1022008003,Water
parquets/1016006001.parquet,6,1016006001,Learn
parquets/1005009001.parquet,9,1005009001,Bright
parquets/1030006002.parquet,6,1030006002,Birthday
parquets/1042006004.parquet,6,1042006004,Deaf
parquets/1006006004.parquet,6,1006006004,Light-blue
parquets/1004010002.parquet,10,1004010002,Yellow
parquets/1006002002.parquet,2,1006002002,Light-blue
parquets/1052009002.parquet,9,1052009002,Shut down
parquets/1039010002.parquet,10,1039010002,Name
parquets/1061009004.parquet,9,1061009004,Run
parquets/1061007001.parquet,7,1061007001,Run
parquets/1053006004.parquet,6,1053006004,Appear
parquets/1044002001.parquet,2,1044002001,Rice
parquets/1055009001.parquet,9,1055009001,Catch
parquets/1044006005.parquet,6,1044006005,Rice
parquets/1012007001.parquet,7,1012007001,Man
parquets/1043009004.parquet,9,1043009004,Trap
parquets/1053006005.parquet,6,1053006005,Appear
parquets/1044008005.parquet,8,1044008005,Rice
parquets/1035005004.parquet,5,1035005004,Coin
parquets/1015006002.parquet,6,1015006002,Born
parquets/1019005002.parquet,5,1019005002,Bitter
parquets/1035007001.parquet,7,1035007001,Coin
parquets/1050002005.parquet,2,1050002005,Accept
parquets/1056004002.parquet,4,1056004002,Help
parquets/1043001001.parquet,1,1043001001,Trap
parquets/1042009004.parquet,9,1042009004,Deaf
parquets/1063008004.parquet,8,1063008004,Give
parquets/1038009001.parquet,9,1038009001,None
parquets/1017002005.parquet,2,1017002005,Call
parquets/1054003004.parquet,3,1054003004,To land
parquets/1046002001.parquet,2,1046002001,Candy
parquets/1007007004.parquet,7,1007007004,Colors
parquets/1001010001.parquet,10,1001010001,Opaque
parquets/1050010005.parquet,10,1050010005,Accept
parquets/1007005002.parquet,5,1007005002,Colors
parquets/1010006002.parquet,6,1010006002,Enemy
parquets/1037004003.parquet,4,1037004003,Ship
parquets/1057007003.parquet,7,1057007003,Dance
parquets/1044001001.parquet,1,1044001001,Rice
parquets/1029010003.parquet,10,1029010003,Mock
parquets/1001006003.parquet,6,1001006003,Opaque
parquets/1025008004.parquet,8,1025008004,Uruguay
parquets/1024005001.parquet,5,1024005001,Argentina
parquets/1002003003.parquet,3,1002003003,Red
parquets/1035007002.parquet,7,1035007002,Coin
parquets/1053002001.parquet,2,1053002001,Appear
parquets/1032001004.parquet,1,1032001004,Photo
parquets/1061001003.parquet,1,1061001003,Run
parquets/1062004001.parquet,4,1062004001,Realize
parquets/1039002001.parquet,2,1039002001,Name
parquets/1023002003.parquet,2,1023002003,Food
parquets/1024007005.parquet,7,1024007005,Argentina
parquets/1003004001.parquet,4,1003004001,Green
parquets/1061006002.parquet,6,1061006002,Run
parquets/1045005001.parquet,5,1045005001,Barbecue
parquets/1046003005.parquet,3,1046003005,Candy
parquets/1033009002.parquet,9,1033009002,Hungry
parquets/1025001002.parquet,1,1025001002,Uruguay
parquets/1061004001.parquet,4,1061004001,Run
parquets/1027006002.parquet,6,1027006002,Last name
parquets/1061009005.parquet,9,1061009005,Run
parquets/1011009003.parquet,9,1011009003,Son
parquets/1035007005.parquet,7,1035007005,Coin
parquets/1018007004.parquet,7,1018007004,Skimmer
parquets/1059009005.parquet,9,1059009005,Buy
parquets/1029007005.parquet,7,1029007005,Mock
parquets/1049007004.parquet,7,1049007004,Yogurt
parquets/1039007004.parquet,7,1039007004,Name
parquets/1013008003.parquet,8,1013008003,Away
parquets/1004009004.parquet,9,1004009004,Yellow
parquets/1031009004.parquet,9,1031009004,Breakfast
parquets/1001009002.parquet,9,1001009002,Opaque
parquets/1059010005.parquet,10,1059010005,Buy
parquets/1028003003.parquet,3,1028003003,Where
parquets/1059001002.parquet,1,1059001002,Buy
parquets/1051009004.parquet,9,1051009004,Thanks
parquets/1056007001.parquet,7,1056007001,Help
parquets/1028007001.parquet,7,1028007001,Where
parquets/1021002001.parquet,2,1021002001,Milk
parquets/1062007002.parquet,7,1062007002,Realize
parquets/1051002003.parquet,2,1051002003,Thanks
parquets/1064002001.parquet,2,1064002001,Find
parquets/1045006002.parquet,6,1045006002,Barbecue
parquets/1046010004.parquet,10,1046010004,Candy
parquets/1039001003.parquet,1,1039001003,Name
parquets/1037002004.parquet,2,1037002004,Ship
parquets/1025006002.parquet,6,1025006002,Uruguay
parquets/1051001002.parquet,1,1051001002,Thanks
parquets/1055005001.parquet,5,1055005001,Catch
parquets/1057004002.parquet,4,1057004002,Dance
parquets/1012007004.parquet,7,1012007004,Man
parquets/1035004001.parquet,4,1035004001,Coin
parquets/1011006004.parquet,6,1011006004,Son
parquets/1009002002.parquet,2,1009002002,Women
parquets/1038004004.parquet,4,1038004004,None
parquets/1019007001.parquet,7,1019007001,Bitter
parquets/1003003001.parquet,3,1003003001,Green
parquets/1008005003.parquet,5,1008005003,Pink
parquets/1034002005.parquet,2,1034002005,Map
parquets/1047010005.parquet,10,1047010005,Chewing-gum
parquets/1063009002.parquet,9,1063009002,Give
parquets/1061005003.parquet,5,1061005003,Run
parquets/1003004002.parquet,4,1003004002,Green
parquets/1043001004.parquet,1,1043001004,Trap
parquets/1046010002.parquet,10,1046010002,Candy
parquets/1050003003.parquet,3,1050003003,Accept
parquets/1007008001.parquet,8,1007008001,Colors
parquets/1014002005.parquet,2,1014002005,Drawer
parquets/1053010002.parquet,10,1053010002,Appear
parquets/1019005001.parquet,5,1019005001,Bitter
parquets/1022006001.parquet,6,1022006001,Water
parquets/1008010001.parquet,10,1008010001,Pink
parquets/1012010002.parquet,10,1012010002,Man
parquets/1008010003.parquet,10,1008010003,Pink
parquets/1048003002.parquet,3,1048003002,Spaghetti
parquets/1047010001.parquet,10,1047010001,Chewing-gum
parquets/1062005005.parquet,5,1062005005,Realize
parquets/1054005002.parquet,5,1054005002,To land
parquets/1017008004.parquet,8,1017008004,Call
parquets/1012003005.parquet,3,1012003005,Man
parquets/1012007002.parquet,7,1012007002,Man
parquets/1028009001.parquet,9,1028009001,Where
parquets/1015009002.parquet,9,1015009002,Born
parquets/1023008003.parquet,8,1023008003,Food
parquets/1040009004.parquet,9,1040009004,Patience
parquets/1004002002.parquet,2,1004002002,Yellow
parquets/1005003002.parquet,3,1005003002,Bright
parquets/1051008002.parquet,8,1051008002,Thanks
parquets/1031004005.parquet,4,1031004005,Breakfast
parquets/1052010003.parquet,10,1052010003,Shut down
parquets/1002009001.parquet,9,1002009001,Red
parquets/1012004001.parquet,4,1012004001,Man
parquets/1025001004.parquet,1,1025001004,Uruguay
parquets/1046010005.parquet,10,1046010005,Candy
parquets/1061005004.parquet,5,1061005004,Run
parquets/1016003002.parquet,3,1016003002,Learn
parquets/1035001003.parquet,1,1035001003,Coin
parquets/1040004001.parquet,4,1040004001,Patience
parquets/1053007002.parquet,7,1053007002,Appear
parquets/1062006005.parquet,6,1062006005,Realize
parquets/1053001002.parquet,1,1053001002,Appear
parquets/1008002002.parquet,2,1008002002,Pink
parquets/1009002001.parquet,2,1009002001,Women
parquets/1036008002.parquet,8,1036008002,Music
parquets/1053003002.parquet,3,1053003002,Appear
parquets/1039004003.parquet,4,1039004003,Name
parquets/1020008004.parquet,8,1020008004,Sweet milk
parquets/1019008005.parquet,8,1019008005,Bitter
parquets/1025004001.parquet,4,1025004001,Uruguay
parquets/1024002004.parquet,2,1024002004,Argentina
parquets/1002007002.parquet,7,1002007002,Red
parquets/1011005004.parquet,5,1011005004,Son
parquets/1060002002.parquet,2,1060002002,Copy
parquets/1024010001.parquet,10,1024010001,Argentina
parquets/1006007002.parquet,7,1006007002,Light-blue
parquets/1063002002.parquet,2,1063002002,Give
parquets/1014007004.parquet,7,1014007004,Drawer
parquets/1022005001.parquet,5,1022005001,Water
parquets/1025003003.parquet,3,1025003003,Uruguay
parquets/1055010003.parquet,10,1055010003,Catch
parquets/1022009001.parquet,9,1022009001,Water
parquets/1001004003.parquet,4,1001004003,Opaque
parquets/1029005002.parquet,5,1029005002,Mock
parquets/1002006002.parquet,6,1002006002,Red
parquets/1022003002.parquet,3,1022003002,Water
parquets/1001006001.parquet,6,1001006001,Opaque
parquets/1001003005.parquet,3,1001003005,Opaque
parquets/1052008005.parquet,8,1052008005,Shut down
parquets/1052006002.parquet,6,1052006002,Shut down
parquets/1063001001.parquet,1,1063001001,Give
parquets/1052010002.parquet,10,1052010002,Shut down
parquets/1060002001.parquet,2,1060002001,Copy
parquets/1006005001.parquet,5,1006005001,Light-blue
parquets/1062008001.parquet,8,1062008001,Realize
parquets/1060005003.parquet,5,1060005003,Copy
parquets/1024007003.parquet,7,1024007003,Argentina
parquets/1015010003.parquet,10,1015010003,Born
parquets/1059008004.parquet,8,1059008004,Buy
parquets/1003005005.parquet,5,1003005005,Green
parquets/1021003005.parquet,3,1021003005,Milk
parquets/1024009003.parquet,9,1024009003,Argentina
parquets/1022003003.parquet,3,1022003003,Water
parquets/1041005002.parquet,5,1041005002,Perfume
parquets/1064002005.parquet,2,1064002005,Find
parquets/1029009003.parquet,9,1029009003,Mock
parquets/1015009003.parquet,9,1015009003,Born
parquets/1042006005.parquet,6,1042006005,Deaf
parquets/1042008003.parquet,8,1042008003,Deaf
parquets/1061003005.parquet,3,1061003005,Run
parquets/1027010004.parquet,10,1027010004,Last name
parquets/1054003001.parquet,3,1054003001,To land
parquets/1032009005.parquet,9,1032009005,Photo
parquets/1022002004.parquet,2,1022002004,Water
parquets/1042010003.parquet,10,1042010003,Deaf
parquets/1011008001.parquet,8,1011008001,Son
parquets/1039010003.parquet,10,1039010003,Name
parquets/1060008001.parquet,8,1060008001,Copy
parquets/1018009001.parquet,9,1018009001,Skimmer
parquets/1051001004.parquet,1,1051001004,Thanks
parquets/1014008001.parquet,8,1014008001,Drawer
parquets/1040005001.parquet,5,1040005001,Patience
parquets/1059002005.parquet,2,1059002005,Buy
parquets/1023008002.parquet,8,1023008002,Food
parquets/1060003005.parquet,3,1060003005,Copy
parquets/1004002003.parquet,2,1004002003,Yellow
parquets/1041010005.parquet,10,1041010005,Perfume
parquets/1003004005.parquet,4,1003004005,Green
parquets/1005004003.parquet,4,1005004003,Bright
parquets/1032007003.parquet,7,1032007003,Photo
parquets/1061004002.parquet,4,1061004002,Run
parquets/1033001004.parquet,1,1033001004,Hungry
parquets/1052003005.parquet,3,1052003005,Shut down
parquets/1064006003.parquet,6,1064006003,Find
parquets/1048001002.parquet,1,1048001002,Spaghetti
parquets/1016007002.parquet,7,1016007002,Learn
parquets/1057002005.parquet,2,1057002005,Dance
parquets/1003006004.parquet,6,1003006004,Green
parquets/1018004001.parquet,4,1018004001,Skimmer
parquets/1033003003.parquet,3,1033003003,Hungry
parquets/1058010004.parquet,10,1058010004,Bathe
parquets/1063003003.parquet,3,1063003003,Give
parquets/1057001003.parquet,1,1057001003,Dance
parquets/1021006003.parquet,6,1021006003,Milk
parquets/1007010004.parquet,10,1007010004,Colors
parquets/1054001001.parquet,1,1054001001,To land
parquets/1031001003.parquet,1,1031001003,Breakfast
parquets/1035005001.parquet,5,1035005001,Coin
parquets/1019005003.parquet,5,1019005003,Bitter
parquets/1015003002.parquet,3,1015003002,Born
parquets/1043006005.parquet,6,1043006005,Trap
parquets/1015002001.parquet,2,1015002001,Born
parquets/1006009003.parquet,9,1006009003,Light-blue
parquets/1036005004.parquet,5,1036005004,Music
parquets/1058008004.parquet,8,1058008004,Bathe
parquets/1052008001.parquet,8,1052008001,Shut down
parquets/1018004003.parquet,4,1018004003,Skimmer
parquets/1028009003.parquet,9,1028009003,Where
parquets/1063005005.parquet,5,1063005005,Give
parquets/1036004003.parquet,4,1036004003,Music
parquets/1059006005.parquet,6,1059006005,Buy
parquets/1011006003.parquet,6,1011006003,Son
parquets/1063006001.parquet,6,1063006001,Give
parquets/1023004005.parquet,4,1023004005,Food
parquets/1031005005.parquet,5,1031005005,Breakfast
parquets/1022006005.parquet,6,1022006005,Water
parquets/1014003005.parquet,3,1014003005,Drawer
parquets/1032008002.parquet,8,1032008002,Photo
parquets/1056007003.parquet,7,1056007003,Help
parquets/1028001003.parquet,1,1028001003,Where
parquets/1055010005.parquet,10,1055010005,Catch
parquets/1035008002.parquet,8,1035008002,Coin
parquets/1055002004.parquet,2,1055002004,Catch
parquets/1043004002.parquet,4,1043004002,Trap
parquets/1008001004.parquet,1,1008001004,Pink
parquets/1033010004.parquet,10,1033010004,Hungry
parquets/1041002003.parquet,2,1041002003,Perfume
parquets/1004010004.parquet,10,1004010004,Yellow
parquets/1040008005.parquet,8,1040008005,Patience
parquets/1006002004.parquet,2,1006002004,Light-blue
parquets/1007002005.parquet,2,1007002005,Colors
parquets/1026002002.parquet,2,1026002002,Country
parquets/1046004003.parquet,4,1046004003,Candy
parquets/1049004001.parquet,4,1049004001,Yogurt
parquets/1012008001.parquet,8,1012008001,Man
parquets/1010003003.parquet,3,1010003003,Enemy
parquets/1033004005.parquet,4,1033004005,Hungry
parquets/1037007004.parquet,7,1037007004,Ship
parquets/1052005001.parquet,5,1052005001,Shut down
parquets/1006004004.parquet,4,1006004004,Light-blue
parquets/1017005002.parquet,5,1017005002,Call
parquets/1041004004.parquet,4,1041004004,Perfume
parquets/1041007001.parquet,7,1041007001,Perfume
parquets/1059006002.parquet,6,1059006002,Buy
parquets/1003010005.parquet,10,1003010005,Green
parquets/1059002004.parquet,2,1059002004,Buy
parquets/1044002002.parquet,2,1044002002,Rice
parquets/1031009001.parquet,9,1031009001,Breakfast
parquets/1063008005.parquet,8,1063008005,Give
parquets/1011010005.parquet,10,1011010005,Son
parquets/1024005003.parquet,5,1024005003,Argentina
parquets/1022006003.parquet,6,1022006003,Water
parquets/1009004004.parquet,4,1009004004,Women
parquets/1029008004.parquet,8,1029008004,Mock
parquets/1014007003.parquet,7,1014007003,Drawer
parquets/1041008004.parquet,8,1041008004,Perfume
parquets/1011007005.parquet,7,1011007005,Son
parquets/1019001001.parquet,1,1019001001,Bitter
parquets/1062004005.parquet,4,1062004005,Realize
parquets/1021001002.parquet,1,1021001002,Milk
parquets/1053003004.parquet,3,1053003004,Appear
parquets/1053003001.parquet,3,1053003001,Appear
parquets/1038002002.parquet,2,1038002002,None
parquets/1018002001.parquet,2,1018002001,Skimmer
parquets/1032007001.parquet,7,1032007001,Photo
parquets/1056009002.parquet,9,1056009002,Help
parquets/1011005001.parquet,5,1011005001,Son
parquets/1045007003.parquet,7,1045007003,Barbecue
parquets/1008006003.parquet,6,1008006003,Pink
parquets/1012002001.parquet,2,1012002001,Man
parquets/1062003004.parquet,3,1062003004,Realize
parquets/1016005001.parquet,5,1016005001,Learn
parquets/1053004002.parquet,4,1053004002,Appear
parquets/1003003004.parquet,3,1003003004,Green
parquets/1026010002.parquet,10,1026010002,Country
parquets/1043008005.parquet,8,1043008005,Trap
parquets/1056001005.parquet,1,1056001005,Help
parquets/1019006001.parquet,6,1019006001,Bitter
parquets/1022008001.parquet,8,1022008001,Water
parquets/1043010001.parquet,10,1043010001,Trap
parquets/1052002003.parquet,2,1052002003,Shut down
parquets/1020008001.parquet,8,1020008001,Sweet milk
parquets/1039008002.parquet,8,1039008002,Name
parquets/1061009003.parquet,9,1061009003,Run
parquets/1028006003.parquet,6,1028006003,Where
parquets/1052006003.parquet,6,1052006003,Shut down
parquets/1049009003.parquet,9,1049009003,Yogurt
parquets/1012005001.parquet,5,1012005001,Man
parquets/1003006001.parquet,6,1003006001,Green
parquets/1061008003.parquet,8,1061008003,Run
parquets/1003006005.parquet,6,1003006005,Green
parquets/1015003001.parquet,3,1015003001,Born
parquets/1022008004.parquet,8,1022008004,Water
parquets/1056007005.parquet,7,1056007005,Help
parquets/1020009001.parquet,9,1020009001,Sweet milk
parquets/1014010003.parquet,10,1014010003,Drawer
parquets/1009004002.parquet,4,1009004002,Women
parquets/1032002003.parquet,2,1032002003,Photo
parquets/1014004002.parquet,4,1014004002,Drawer
parquets/1037010005.parquet,10,1037010005,Ship
parquets/1058005001.parquet,5,1058005001,Bathe
parquets/1023002004.parquet,2,1023002004,Food
parquets/1026004005.parquet,4,1026004005,Country
parquets/1058004005.parquet,4,1058004005,Bathe
parquets/1012007003.parquet,7,1012007003,Man
parquets/1048006003.parquet,6,1048006003,Spaghetti
parquets/1060007005.parquet,7,1060007005,Copy
parquets/1032008003.parquet,8,1032008003,Photo
parquets/1007010003.parquet,10,1007010003,Colors
parquets/1054004003.parquet,4,1054004003,To land
parquets/1061007003.parquet,7,1061007003,Run
parquets/1037008003.parquet,8,1037008003,Ship
parquets/1034003001.parquet,3,1034003001,Map
parquets/1047002003.parquet,2,1047002003,Chewing-gum
parquets/1020005004.parquet,5,1020005004,Sweet milk
parquets/1034006003.parquet,6,1034006003,Map
parquets/1017010003.parquet,10,1017010003,Call
parquets/1048006005.parquet,6,1048006005,Spaghetti
parquets/1064010005.parquet,10,1064010005,Find
parquets/1046001005.parquet,1,1046001005,Candy
parquets/1028004004.parquet,4,1028004004,Where
parquets/1053007001.parquet,7,1053007001,Appear
parquets/1049001003.parquet,1,1049001003,Yogurt
parquets/1004004004.parquet,4,1004004004,Yellow
parquets/1040002002.parquet,2,1040002002,Patience
parquets/1036003005.parquet,3,1036003005,Music
parquets/1049001005.parquet,1,1049001005,Yogurt
parquets/1051008001.parquet,8,1051008001,Thanks
parquets/1006004001.parquet,4,1006004001,Light-blue
parquets/1029007003.parquet,7,1029007003,Mock
parquets/1024008005.parquet,8,1024008005,Argentina
parquets/1063004004.parquet,4,1063004004,Give
parquets/1056009003.parquet,9,1056009003,Help
parquets/1012009002.parquet,9,1012009002,Man
parquets/1047003003.parquet,3,1047003003,Chewing-gum
parquets/1059004004.parquet,4,1059004004,Buy
parquets/1022002005.parquet,2,1022002005,Water
parquets/1052001005.parquet,1,1052001005,Shut down
parquets/1064004001.parquet,4,1064004001,Find
parquets/1020002004.parquet,2,1020002004,Sweet milk
parquets/1060003004.parquet,3,1060003004,Copy
parquets/1004002004.parquet,2,1004002004,Yellow
parquets/1034005002.parquet,5,1034005002,Map
parquets/1003001002.parquet,1,1003001002,Green
parquets/1002008001.parquet,8,1002008001,Red
parquets/1006003005.parquet,3,1006003005,Light-blue
parquets/1015007005.parquet,7,1015007005,Born
parquets/1013004005.parquet,4,1013004005,Away
parquets/1031002004.parquet,2,1031002004,Breakfast
parquets/1024006003.parquet,6,1024006003,Argentina
parquets/1015009004.parquet,9,1015009004,Born
parquets/1004010001.parquet,10,1004010001,Yellow
parquets/1037001005.parquet,1,1037001005,Ship
parquets/1028007005.parquet,7,1028007005,Where
parquets/1027004005.parquet,4,1027004005,Last name
parquets/1057006004.parquet,6,1057006004,Dance
parquets/1018001001.parquet,1,1018001001,Skimmer
parquets/1015008005.parquet,8,1015008005,Born
parquets/1019010002.parquet,10,1019010002,Bitter
parquets/1018002004.parquet,2,1018002004,Skimmer
parquets/1033004004.parquet,4,1033004004,Hungry
parquets/1050007001.parquet,7,1050007001,Accept
parquets/1007005001.parquet,5,1007005001,Colors
parquets/1064003004.parquet,3,1064003004,Find
parquets/1005008005.parquet,8,1005008005,Bright
parquets/1060004005.parquet,4,1060004005,Copy
parquets/1037008005.parquet,8,1037008005,Ship
parquets/1050004001.parquet,4,1050004001,Accept
parquets/1042001004.parquet,1,1042001004,Deaf
parquets/1057003002.parquet,3,1057003002,Dance
parquets/1003007001.parquet,7,1003007001,Green
parquets/1033003005.parquet,3,1033003005,Hungry
parquets/1055006003.parquet,6,1055006003,Catch
parquets/1058008002.parquet,8,1058008002,Bathe
parquets/1037001004.parquet,1,1037001004,Ship
parquets/1025002002.parquet,2,1025002002,Uruguay
parquets/1019009001.parquet,9,1019009001,Bitter
parquets/1017001002.parquet,1,1017001002,Call
parquets/1017006005.parquet,6,1017006005,Call
parquets/1018010005.parquet,10,1018010005,Skimmer
parquets/1034007004.parquet,7,1034007004,Map
parquets/1018009002.parquet,9,1018009002,Skimmer
parquets/1045007005.parquet,7,1045007005,Barbecue
parquets/1041004003.parquet,4,1041004003,Perfume
parquets/1059005002.parquet,5,1059005002,Buy
parquets/1047003001.parquet,3,1047003001,Chewing-gum
parquets/1062002004.parquet,2,1062002004,Realize
parquets/1051009002.parquet,9,1051009002,Thanks
parquets/1039007002.parquet,7,1039007002,Name
parquets/1041010004.parquet,10,1041010004,Perfume
parquets/1058006003.parquet,6,1058006003,Bathe
parquets/1015005001.parquet,5,1015005001,Born
parquets/1031007003.parquet,7,1031007003,Breakfast
parquets/1059010002.parquet,10,1059010002,Buy
parquets/1003010002.parquet,10,1003010002,Green
parquets/1007001004.parquet,1,1007001004,Colors
parquets/1008001003.parquet,1,1008001003,Pink
parquets/1038010003.parquet,10,1038010003,None
parquets/1022010003.parquet,10,1022010003,Water
parquets/1053010003.parquet,10,1053010003,Appear
parquets/1004006001.parquet,6,1004006001,Yellow
parquets/1044004003.parquet,4,1044004003,Rice
parquets/1001006002.parquet,6,1001006002,Opaque
parquets/1058001001.parquet,1,1058001001,Bathe
parquets/1010010001.parquet,10,1010010001,Enemy
parquets/1007008005.parquet,8,1007008005,Colors
parquets/1047009002.parquet,9,1047009002,Chewing-gum
parquets/1051010004.parquet,10,1051010004,Thanks
parquets/1039006004.parquet,6,1039006004,Name
parquets/1007001003.parquet,1,1007001003,Colors
parquets/1061010004.parquet,10,1061010004,Run
parquets/1034001004.parquet,1,1034001004,Map
parquets/1060009003.parquet,9,1060009003,Copy
parquets/1010002005.parquet,2,1010002005,Enemy
parquets/1051005001.parquet,5,1051005001,Thanks
parquets/1042005002.parquet,5,1042005002,Deaf
parquets/1012010005.parquet,10,1012010005,Man
parquets/1038002005.parquet,2,1038002005,None
parquets/1048002004.parquet,2,1048002004,Spaghetti
parquets/1045009004.parquet,9,1045009004,Barbecue
parquets/1019008001.parquet,8,1019008001,Bitter
parquets/1060010005.parquet,10,1060010005,Copy
parquets/1029009005.parquet,9,1029009005,Mock
parquets/1006003001.parquet,3,1006003001,Light-blue
parquets/1035003002.parquet,3,1035003002,Coin
parquets/1005004002.parquet,4,1005004002,Bright
parquets/1057010005.parquet,10,1057010005,Dance
parquets/1040002001.parquet,2,1040002001,Patience
parquets/1009002005.parquet,2,1009002005,Women
parquets/1049003005.parquet,3,1049003005,Yogurt
parquets/1018004005.parquet,4,1018004005,Skimmer
parquets/1047004002.parquet,4,1047004002,Chewing-gum
parquets/1022007001.parquet,7,1022007001,Water
parquets/1017003004.parquet,3,1017003004,Call
parquets/1027008002.parquet,8,1027008002,Last name
parquets/1030001004.parquet,1,1030001004,Birthday
parquets/1002009005.parquet,9,1002009005,Red
parquets/1051010002.parquet,10,1051010002,Thanks
parquets/1021003004.parquet,3,1021003004,Milk
parquets/1012001004.parquet,1,1012001004,Man
parquets/1007007003.parquet,7,1007007003,Colors
parquets/1037006002.parquet,6,1037006002,Ship
parquets/1055009004.parquet,9,1055009004,Catch
parquets/1031002003.parquet,2,1031002003,Breakfast
parquets/1054009004.parquet,9,1054009004,To land
parquets/1032010005.parquet,10,1032010005,Photo
parquets/1031007002.parquet,7,1031007002,Breakfast
parquets/1019004002.parquet,4,1019004002,Bitter
parquets/1011004005.parquet,4,1011004005,Son
parquets/1002009004.parquet,9,1002009004,Red
parquets/1044007001.parquet,7,1044007001,Rice
parquets/1030010005.parquet,10,1030010005,Birthday
parquets/1060002005.parquet,2,1060002005,Copy
parquets/1008007001.parquet,7,1008007001,Pink
parquets/1018005005.parquet,5,1018005005,Skimmer
parquets/1035009002.parquet,9,1035009002,Coin
parquets/1010002004.parquet,2,1010002004,Enemy
parquets/1045010002.parquet,10,1045010002,Barbecue
